user_id,answer
225524,1
225536,1
225561,1
225571,0
225579,0
225582,1
225590,0
225608,1
225618,1
225630,0
225639,0
225654,0
225716,0
225723,1
225729,1
225735,1
225736,0
225770,0
225786,0
225794,1
225827,1
225836,0
225842,0
225856,0
225863,0
225867,0
225896,1
225920,1
225924,0
225937,0
225952,0
225962,0
225983,0
225992,0
225993,1
226006,0
226007,0
226013,0
226016,0
226021,1
226029,1
226032,0
226033,0
226035,1
226039,0
226064,0
226072,1
226084,0
226104,0
226123,0
226134,1
226139,1
226163,1
226174,1
226227,0
226244,1
226266,1
226285,1
226316,0
226325,1
226360,0
226372,0
226374,1
226388,1
226395,1
226400,1
226454,0
226476,1
226490,0
226497,1
226519,0
226523,1
226528,1
226529,1
226531,0
226542,0
226560,0
226573,1
226580,1
226637,1
226638,0
226640,0
226662,0
226664,1
226671,0
226674,1
226690,1
226700,0
226738,1
226739,1
226748,0
226750,0
226764,1
226787,1
226795,0
226803,1
226804,1
226831,1
226856,0
226860,0
226863,0
226894,1
226901,1
226906,0
226909,1
226926,0
226957,1
226970,0
226972,0
226994,0
227008,0
227035,1
227046,0
227082,1
227097,0
227107,1
227115,0
227122,1
227136,0
227142,1
227200,0
227203,0
227208,1
227218,0
227227,0
227228,0
227234,1
227236,1
227240,1
227260,0
227277,1
227293,0
227299,0
227413,1
227420,1
227427,0
227440,1
227450,0
227473,1
227474,1
227480,0
227501,0
227515,1
227518,1
227551,0
227553,1
227554,0
227581,0
227583,1
227584,0
227588,1
227606,1
227613,0
227625,1
227627,1
227628,0
227637,0
227653,0
227682,1
227698,1
227699,1
227701,1
227713,1
227726,0
227739,1
227758,0
227775,0
227784,1
227792,0
227828,1
227860,0
227865,1
227881,0
227892,0
227926,1
227931,1
227946,0
227957,1
227964,1
227968,0
227971,0
228076,1
228092,1
228096,0
228114,0
228128,0
228130,0
228132,1
228148,0
228152,1
228166,0
228168,0
228184,1
228197,0
228198,1
228241,0
228263,1
228265,0
228294,1
228320,0
228353,1
228363,1
228364,1
228376,1
228384,1
228391,1
228396,0
228412,1
228417,1
228436,0
228445,0
228447,0
228458,1
228459,1
228460,0
228481,1
228492,0
228501,1
228539,0
228551,1
228589,1
228593,0
228612,0
228634,0
228657,1
228667,0
228676,0
228685,0
228718,1
228722,1
228743,1
228765,1
228786,0
228826,1
228834,0
228855,0
228865,0
228900,1
228905,1
228917,1
228927,0
228932,0
228936,1
228939,1
228948,0
228972,1
228978,0
228988,1
228991,0
229000,0
229001,1
229003,1
229015,1
229030,0
229036,1
229040,0
229054,1
229062,0
229065,0
229070,1
229084,0
229115,0
229121,1
229122,1
229124,0
229126,1
229148,0
229153,1
229170,0
229180,0
229209,1
229212,0
229214,1
229215,1
229250,1
229288,0
229298,1
229299,1
229338,1
229342,0
229374,1
229383,1
229386,1
229451,1
229467,1
229471,1
229483,1
229487,0
229490,1
229493,0
229503,1
229516,1
229517,0
229537,0
229567,0
229602,1
229633,0
229649,1
229656,0
229660,0
229688,1
229690,1
229746,0
229759,0
229762,1
229793,1
229800,0
229818,1
229819,0
229825,1
229834,0
229846,0
229849,1
229863,0
229874,1
229882,0
229883,1
229901,0
229926,1
229930,0
229935,0
229938,0
229969,0
229986,1
230000,1
230015,0
230017,0
230022,1
230036,1
230076,0
230085,1
230103,1
230142,0
230236,1
230249,1
230255,0
230257,0
230262,1
230269,1
230283,1
230291,1
230292,0
230302,0
230309,0
230322,1
230331,0
230336,0
230338,0
230360,1
230363,0
230366,1
230370,1
230397,0
230411,0
230417,1
230443,1
230467,1
230471,1
230478,1
230487,0
230491,0
230493,0
230513,0
230536,1
230546,1
230606,1
230609,1
230642,0
230646,1
230664,0
230676,0
230686,1
230709,0
230735,1
230736,0
230742,1
230760,1
230777,0
230785,1
230790,0
230830,1
230835,1
230840,1
230841,1
230844,0
230871,0
230889,1
230910,0
230934,0
230942,0
230944,0
230946,0
230949,0
230970,1
230987,0
230992,1
230999,0
231003,1
231004,0
231007,1
231077,1
231093,1
231101,1
231106,1
231112,0
231132,1
231134,1
231143,1
231146,0
231148,0
231150,0
231176,1
231190,0
231200,0
231209,0
231223,1
231224,0
231255,1
231268,0
231271,0
231280,0
231287,0
231306,0
231310,1
231314,0
231315,1
231328,0
231330,0
231332,1
231365,0
231382,0
231395,1
231432,1
231441,0
231443,0
231454,1
231462,0
231468,0
231471,1
231481,0
231483,1
231484,1
231488,1
231506,1
231524,1
231540,0
231541,1
231551,0
231596,1
231635,1
231670,0
231680,1
231692,0
231702,0
231720,1
231721,0
231723,0
231726,1
231750,1
231755,1
231774,1
231791,0
231834,0
231855,0
231856,1
231864,0
231894,1
231902,0
231904,0
231907,0
231910,0
231911,1
231912,1
231918,0
231920,0
231922,1
231924,1
231943,0
231977,0
232000,0
232005,1
232056,1
232059,0
232076,0
232082,1
232093,1
232098,1
232112,0
232113,1
232119,0
232152,1
232160,0
232164,1
232170,1
232175,1
232182,0
232199,0
232233,0
232236,0
232242,0
232255,1
232264,0
232308,1
232327,1
232340,1
232341,1
232347,1
232350,1
232361,0
232381,0
232398,0
232401,0
232405,0
232406,1
232408,1
232419,1
232423,1
232425,1
232446,1
232447,1
232454,1
232456,0
232491,0
232510,0
232513,0
232519,0
232533,0
232540,1
232552,1
232556,0
232581,0
232606,0
232649,1
232696,1
232703,0
232713,1
232723,1
232727,0
232769,1
232773,0
232809,0
232822,1
232853,0
232872,0
232873,0
232880,0
232885,1
232909,1
232910,0
232912,0
232918,0
232922,1
232933,0
232940,1
232958,0
232963,0
232967,1
232973,1
232978,0
232980,0
233005,0
233017,0
233021,1
233034,0
233043,0
233046,0
233048,0
233050,1
233051,0
233052,1
233065,1
233074,1
233088,1
233101,1
233111,0
233119,1
233123,1
233128,1
233135,0
233146,0
233147,0
233156,1
233164,0
233176,0
233178,0
233185,0
233187,1
233217,0
233255,1
233265,0
233273,0
233276,1
233300,0
233304,1
233329,1
233350,0
233357,0
233359,1
233409,0
233410,0
233415,1
233434,1
233439,0
233454,1
233469,0
233489,1
233494,0
233507,1
233513,1
233521,1
233526,0
233532,1
233536,0
233554,0
233567,0
233597,1
233602,0
233605,1
233607,0
233622,0
233624,0
233662,0
233677,0
233678,1
233688,0
233753,1
233761,0
233768,0
233785,1
233795,1
233796,1
233810,1
233851,1
233853,1
233855,1
233860,0
233866,1
233869,1
233890,0
233891,0
233902,1
233922,0
233956,1
233969,0
233972,1
233978,1
233980,1
233994,1
234011,0
234042,0
234093,0
234135,0
234152,1
234162,1
234164,1
234174,1
234179,0
234196,1
234210,1
234227,1
234232,1
234238,1
234242,1
234246,1
234265,1
234282,0
234300,1
234309,1
234326,0
234363,1
234368,0
234370,1
234389,1
234400,0
234418,1
234430,0
234452,0
234454,1
234455,0
234481,1
234484,0
234544,0
234560,1
234561,1
234563,1
234587,1
234593,0
234612,1
234644,1
234645,1
234679,0
234690,1
234692,0
234698,0
234715,1
234722,1
234723,1
234734,1
234747,1
